timestamp,src_ip,dst_ip,port,protocol,technique_id,cve_id,threat_score,os_id
2026-02-07 13:37:19.515,45.138.68.203,10.0.0.4,22,UDP,T1048.001,CVE-2025-23603,57,2
2026-01-31 13:37:19.515,164.92.91.211,10.0.0.255,22,TCP,T1573.001,CVE-2025-23200,52,2
2026-02-10 13:37:19.515,80.94.92.177,10.0.0.17,3389,TCP,T1090,CVE-2025-24742,82,2
2026-01-15 13:37:19.515,106.13.165.161,10.0.0.100,443,UDP,T1568.002,CVE-2025-22573,89,2
2026-01-29 13:37:19.515,129.146.65.146,10.0.0.45,22,UDP,T1148,CVE-2025-22551,61,2
2026-01-14 13:37:19.515,62.219.172.50,10.0.0.234,443,UDP,T1155,CVE-2025-0946,89,2
2026-01-19 13:37:19.515,45.192.184.50,10.0.0.126,22,TCP,T1178,CVE-2025-23897,71,2
2026-02-11 13:37:19.515,80.94.92.177,10.0.0.233,3389,TCP,T1587.001,CVE-2025-24573,53,2
2026-01-12 13:37:19.515,159.65.113.38,10.0.0.220,22,TCP,T1123,CVE-2025-22577,97,2
2026-01-31 13:37:19.515,64.62.197.218,10.0.0.223,3389,UDP,T1564.012,CVE-2025-23908,95,2
2026-01-16 13:37:19.515,160.119.251.114,10.0.0.176,443,UDP,T1102,CVE-2025-24018,82,2
2026-01-20 13:37:19.515,120.48.28.60,10.0.0.162,22,UDP,T1207,CVE-2025-24584,51,2
2026-01-19 13:37:19.515,199.45.154.139,10.0.0.81,22,TCP,T1005,CVE-2025-0241,73,2
2026-01-31 13:37:19.515,195.178.110.15,10.0.0.57,22,UDP,T1543.003,CVE-2025-23449,94,2
2026-01-18 13:37:19.515,152.53.191.128,10.0.0.196,3389,UDP,T1027.001,CVE-2025-22704,94,2
2026-01-25 13:37:19.515,97.178.43.84,10.0.0.230,3389,TCP,T1598.002,CVE-2025-23745,69,2
2026-02-02 13:37:19.515,152.32.238.146,10.0.0.70,3389,TCP,T1217,CVE-2025-24689,73,2
2026-02-05 13:37:19.515,37.58.136.133,10.0.0.182,80,UDP,T1546.005,CVE-2025-0396,58,2
2026-01-27 13:37:19.515,195.184.76.206,10.0.0.75,22,TCP,T1069.002,CVE-2025-21678,84,4
2026-01-28 13:37:19.515,178.128.248.157,10.0.0.56,443,TCP,T1560.003,CVE-2025-21557,92,2
2026-01-23 13:37:19.515,103.171.84.20,10.0.0.86,3389,TCP,T1590.006,CVE-2025-24530,91,2
2026-01-29 13:37:19.515,45.135.194.48,10.0.0.181,3389,TCP,T1584.003,CVE-2025-23910,78,2
2026-01-15 13:37:19.515,209.38.100.178,10.0.0.160,3389,TCP,T1677,CVE-2025-21612,58,2
2026-01-18 13:37:19.515,134.209.200.9,10.0.0.57,80,TCP,T1188,CVE-2025-24790,58,4
2026-01-13 13:37:19.515,47.161.210.7,10.0.0.215,3389,TCP,T1036,CVE-2025-23614,78,2
2026-01-27 13:37:19.515,150.129.20.234,10.0.0.62,443,UDP,T1115,CVE-2025-23861,90,2
2026-01-15 13:37:19.515,213.209.159.159,10.0.0.251,443,TCP,T1498.002,CVE-2025-23747,63,2
2026-01-23 13:37:19.515,132.248.170.105,10.0.0.196,80,TCP,T1074.001,CVE-2025-1018,82,2
2026-01-14 13:37:19.515,165.154.51.27,10.0.0.72,443,UDP,T1188,CVE-2025-24012,95,2
2026-01-30 13:37:19.515,213.209.159.159,10.0.0.186,22,UDP,T1063,CVE-2025-0590,74,2
2026-02-01 13:37:19.515,120.48.28.60,10.0.0.164,443,UDP,T1673,CVE-2025-21308,74,5
2026-01-17 13:37:19.515,20.107.195.240,10.0.0.228,80,TCP,T1038,CVE-2025-24667,88,2
2026-01-26 13:37:19.515,154.70.102.114,10.0.0.163,3389,TCP,T1080,CVE-2025-22205,57,2
2026-02-07 13:37:19.515,212.225.145.162,10.0.0.198,80,TCP,T1606,CVE-2025-0538,93,2
2026-01-26 13:37:19.515,8.219.209.40,10.0.0.58,80,TCP,T1032,CVE-2025-0210,73,2
2026-01-13 13:37:19.515,134.209.94.235,10.0.0.76,3389,TCP,T1542.005,CVE-2025-23086,78,2
2026-01-15 13:37:19.515,80.94.92.166,10.0.0.102,3389,TCP,T1063,CVE-2025-23806,62,2
2026-02-08 13:37:19.515,20.100.173.6,10.0.0.168,80,UDP,T1020.001,CVE-2025-21249,75,5
2026-01-24 13:37:19.515,103.160.5.81,10.0.0.206,3389,UDP,T1566.001,CVE-2025-24107,60,2
2026-01-16 13:37:19.515,194.237.70.56,10.0.0.6,443,UDP,T1497.002,CVE-2025-21207,89,5
2026-02-07 13:37:19.515,134.209.198.43,10.0.0.146,3389,UDP,T1183,CVE-2025-24141,66,2
2026-01-17 13:37:19.515,142.252.42.225,10.0.0.169,80,UDP,T1591.002,CVE-2025-22747,78,2
2026-02-11 13:37:19.515,164.92.152.232,10.0.0.38,80,UDP,T1069.002,CVE-2025-22599,96,2
2026-01-16 13:37:19.515,80.94.92.171,10.0.0.182,3389,UDP,T1487,CVE-2025-23826,82,2
2026-01-18 13:37:19.515,134.122.44.40,10.0.0.155,80,TCP,T1069.002,CVE-2025-23227,50,5
2026-01-27 13:37:19.515,119.152.23.250,10.0.0.9,22,UDP,T1090.002,CVE-2025-24677,69,2
2026-01-30 13:37:19.515,20.100.173.6,10.0.0.52,80,UDP,T1036,CVE-2025-0570,98,2
2026-01-15 13:37:19.515,152.231.25.64,10.0.0.252,443,TCP,T1583.005,CVE-2025-21548,83,2
2026-01-31 13:37:19.515,80.94.92.171,10.0.0.10,22,UDP,T1131,CVE-2025-0707,86,2
2026-01-12 13:37:19.515,195.184.76.206,10.0.0.189,3389,UDP,T1020,CVE-2025-21506,81,2
2026-01-27 13:37:19.515,103.59.163.135,10.0.0.89,22,UDP,T1123,CVE-2025-22305,94,2
2026-01-22 13:37:19.515,89.46.105.196,10.0.0.57,3389,UDP,T1597.002,CVE-2025-23935,63,2
2026-01-27 13:37:19.515,64.62.156.146,10.0.0.109,80,UDP,T1020,CVE-2025-24693,53,2
2026-01-29 13:37:19.515,101.47.140.222,10.0.0.14,80,TCP,T1595,CVE-2025-23566,50,2
2026-02-02 13:37:19.515,103.199.16.90,10.0.0.99,3389,TCP,T1214,CVE-2025-0474,93,2
2026-01-14 13:37:19.515,45.250.184.6,10.0.0.8,3389,UDP,T1553.001,CVE-2025-22385,75,2
2026-01-26 13:37:19.515,159.203.59.222,10.0.0.69,80,TCP,T1550,CVE-2025-22555,67,2
2026-01-28 13:37:19.515,92.118.39.100,10.0.0.240,22,UDP,T1547.011,CVE-2025-22809,76,2
2026-01-13 13:37:19.515,204.76.203.56,10.0.0.76,80,TCP,T1583.004,CVE-2025-23888,90,2
2026-02-10 13:37:19.515,118.193.68.150,10.0.0.154,3389,TCP,T1087,CVE-2025-0447,60,2
2026-02-06 13:37:19.515,182.95.152.58,10.0.0.145,22,TCP,T1006,CVE-2025-24562,72,2
2026-01-13 13:37:19.515,180.76.168.83,10.0.0.232,80,TCP,T1553.002,CVE-2025-21658,66,4
2026-02-11 13:37:19.515,64.62.197.227,10.0.0.239,443,TCP,T1548.001,CVE-2025-0637,94,2
2026-02-04 13:37:19.515,164.152.250.192,10.0.0.138,22,UDP,T1572,CVE-2025-23924,68,2
2026-02-09 13:37:19.515,176.65.139.20,10.0.0.14,80,TCP,T1499.003,CVE-2025-0306,83,2
2026-02-05 13:37:19.515,50.84.211.204,10.0.0.90,443,TCP,T1144,CVE-2025-22550,91,2
2026-01-21 13:37:19.515,159.65.201.151,10.0.0.74,3389,UDP,T1214,CVE-2025-0487,51,2
2026-01-14 13:37:19.515,154.70.102.114,10.0.0.215,3389,TCP,T1595.002,CVE-2025-0565,66,2
2026-01-27 13:37:19.516,2.57.122.177,10.0.0.204,3389,TCP,T1155,CVE-2025-23733,71,2
2026-02-11 13:37:19.516,164.152.250.192,10.0.0.242,80,TCP,T1114.003,CVE-2025-0294,78,2
2026-01-16 13:37:19.516,34.227.19.103,10.0.0.200,22,TCP,T1013,CVE-2025-24403,74,2
2026-02-05 13:37:19.516,206.189.105.17,10.0.0.60,22,TCP,T1098.001,CVE-2025-21234,51,5
2026-01-17 13:37:19.516,183.87.217.222,10.0.0.85,3389,UDP,T1496.002,CVE-2025-21101,76,2
2026-01-25 13:37:19.516,193.163.125.34,10.0.0.42,443,TCP,T1558.004,CVE-2025-23699,74,2
2026-02-05 13:37:19.516,161.35.80.136,10.0.0.151,3389,TCP,T1134.003,CVE-2025-22326,74,2
2026-01-17 13:37:19.516,47.181.107.99,10.0.0.198,80,TCP,T1546.005,CVE-2025-23691,85,2
2026-01-15 13:37:19.516,116.110.219.242,10.0.0.129,3389,TCP,T1592.001,CVE-2025-0501,96,2
2026-01-27 13:37:19.516,103.187.146.196,10.0.0.17,22,UDP,T1085,CVE-2025-0625,75,2
2026-01-27 13:37:19.516,14.241.100.20,10.0.0.241,3389,TCP,T1546.009,CVE-2025-24543,65,2
2026-02-06 13:37:19.516,171.244.61.82,10.0.0.64,3389,TCP,T1583.001,CVE-2025-22205,71,2
2026-01-30 13:37:19.516,218.103.36.176,10.0.0.39,80,UDP,T1198,CVE-2025-24145,77,3
2026-02-04 13:37:19.516,160.119.251.114,10.0.0.246,443,UDP,T1074,CVE-2025-22808,63,2
2026-01-15 13:37:19.516,194.237.70.56,10.0.0.28,22,UDP,T1036.002,CVE-2025-22390,54,2
2026-01-28 13:37:19.516,50.84.211.204,10.0.0.185,22,TCP,T1588.006,CVE-2025-21499,60,2
2026-01-13 13:37:19.516,14.241.100.20,10.0.0.162,3389,UDP,T1558.001,CVE-2025-22530,67,2
2026-01-19 13:37:19.516,195.178.110.15,10.0.0.161,22,UDP,T1177,CVE-2025-21211,81,5
2026-01-19 13:37:19.516,103.72.147.224,10.0.0.175,80,TCP,T1548,CVE-2025-21651,85,4
2026-01-28 13:37:19.516,45.82.76.104,10.0.0.5,3389,UDP,T1098.001,CVE-2025-23902,89,2
2026-01-20 13:37:19.516,92.118.39.115,10.0.0.112,443,TCP,T1564.014,CVE-2025-24127,60,2
2026-02-02 13:37:19.516,103.72.147.224,10.0.0.170,443,TCP,T1547.014,CVE-2025-22742,76,2
2026-02-06 13:37:19.516,192.109.200.72,10.0.0.30,443,UDP,T1219,CVE-2025-23885,60,2
2026-01-12 13:37:19.516,174.138.70.162,10.0.0.40,80,TCP,T1568.001,CVE-2025-24713,61,2
2026-01-12 13:37:19.516,65.49.1.192,10.0.0.8,80,UDP,T1036.004,CVE-2025-22558,61,2
2026-01-24 13:37:19.516,103.31.39.143,10.0.0.68,80,TCP,T1600.001,CVE-2025-23470,85,2
2026-01-30 13:37:19.516,134.199.197.11,10.0.0.146,3389,TCP,T1188,CVE-2025-0365,51,2
2026-01-23 13:37:19.516,173.255.223.73,10.0.0.84,443,UDP,T1222.002,CVE-2025-23807,65,2
2026-01-28 13:37:19.516,195.184.76.64,10.0.0.198,443,TCP,T1207,CVE-2025-0364,83,2
2026-01-29 13:37:19.516,45.148.10.151,10.0.0.54,80,TCP,T1164,CVE-2025-24739,50,2
2026-01-22 13:37:19.516,212.47.103.61,10.0.0.113,80,UDP,T1218.012,CVE-2025-23822,87,2
2026-01-31 13:37:19.516,178.128.239.177,10.0.0.101,22,TCP,T1527,CVE-2025-0059,51,2
2026-01-30 13:37:19.516,64.62.156.179,10.0.0.141,22,UDP,T1117,CVE-2025-24960,81,2
2026-02-07 13:37:19.516,134.209.195.236,10.0.0.28,443,UDP,T1547.014,CVE-2025-21518,75,2
2026-01-28 13:37:19.516,176.120.22.47,10.0.0.255,443,UDP,T1546.009,CVE-2025-24018,64,2
2026-02-05 13:37:19.516,138.197.35.232,10.0.0.94,3389,TCP,T1497.003,CVE-2025-24401,89,2
2026-01-24 13:37:19.516,195.178.110.15,10.0.0.34,3389,TCP,T1069.003,CVE-2025-24665,90,2
2026-01-12 13:37:19.516,195.184.76.163,10.0.0.130,80,TCP,T1036.008,CVE-2025-23665,87,2
2026-01-28 13:37:19.516,103.31.39.143,10.0.0.42,3389,UDP,T1596.004,CVE-2025-23019,58,2
2026-02-10 13:37:19.516,165.232.90.116,10.0.0.60,3389,TCP,T1036.009,CVE-2025-0208,75,2
2026-02-05 13:37:19.516,103.199.16.90,10.0.0.231,80,UDP,T1183,CVE-2025-22608,98,2
2026-02-11 13:37:19.516,117.6.44.221,10.0.0.137,443,UDP,T1610,CVE-2025-0218,92,2
2026-01-15 13:37:19.516,3.142.53.249,10.0.0.109,80,TCP,T1596.004,CVE-2025-24126,100,2
2026-01-25 13:37:19.516,45.135.194.48,10.0.0.253,80,TCP,T1179,CVE-2025-21525,85,2
2026-02-08 13:37:19.516,157.92.145.135,10.0.0.87,443,TCP,T1054,CVE-2025-21236,69,5
2026-01-19 13:37:19.516,198.144.189.67,10.0.0.236,22,TCP,T1055.003,CVE-2025-0573,61,2
2026-01-22 13:37:19.516,164.90.192.44,10.0.0.132,3389,UDP,T1066,CVE-2025-23669,60,2
2026-02-02 13:37:19.516,116.233.83.90,10.0.0.30,3389,UDP,T1587.001,CVE-2025-0146,63,2
2026-02-10 13:37:19.516,118.193.68.150,10.0.0.61,22,UDP,T1593.002,CVE-2025-23978,67,2
2026-01-14 13:37:19.516,167.99.223.217,10.0.0.134,3389,UDP,T1555,CVE-2025-21356,79,2
2026-02-04 13:37:19.516,128.199.184.19,10.0.0.142,3389,UDP,T1195.001,CVE-2025-24739,69,2
2026-02-02 13:37:19.516,45.148.10.151,10.0.0.198,443,UDP,T1590.003,CVE-2025-22595,76,2
2026-01-13 13:37:19.516,186.177.88.81,10.0.0.98,80,TCP,T1152,CVE-2025-24612,76,2
2026-01-13 13:37:19.516,159.65.199.247,10.0.0.139,22,TCP,T1597.001,CVE-2025-21176,52,5
2026-01-23 13:37:19.516,165.22.184.62,10.0.0.190,443,TCP,T1120,CVE-2025-24109,76,3
2026-01-29 13:37:19.516,36.64.211.93,10.0.0.86,443,TCP,T1145,CVE-2025-23936,50,2
2026-02-04 13:37:19.516,195.178.110.30,10.0.0.170,3389,TCP,T1175,CVE-2025-23900,99,2
2026-02-04 13:37:19.516,209.97.161.72,10.0.0.119,443,TCP,T1559.001,CVE-2025-22742,51,2
2026-02-10 13:37:19.516,87.236.176.183,10.0.0.121,22,TCP,T1098.007,CVE-2025-0846,100,2
2026-01-21 13:37:19.516,103.247.20.83,10.0.0.142,443,TCP,T1583.007,CVE-2025-0502,69,5
2026-01-27 13:37:19.516,80.94.95.242,10.0.0.30,443,TCP,T1583.002,CVE-2025-0530,71,2
2026-01-27 13:37:19.516,2.57.121.112,10.0.0.228,3389,UDP,T1045,CVE-2025-0411,79,2
2026-01-18 13:37:19.516,152.231.25.64,10.0.0.190,22,UDP,T1563.001,CVE-2025-22801,77,2
2026-01-30 13:37:19.516,81.23.173.32,10.0.0.73,22,TCP,T1557.001,CVE-2025-23560,60,2
2026-01-12 13:37:19.516,8.211.162.45,10.0.0.220,22,TCP,T1546.003,CVE-2025-23022,96,2
2026-02-10 13:37:19.516,100.28.153.226,10.0.0.72,3389,TCP,T1548.002,CVE-2025-22348,57,2
2026-01-25 13:37:19.516,89.35.193.17,10.0.0.171,80,UDP,T1106,CVE-2025-23880,79,2
2026-01-14 13:37:19.516,159.65.201.151,10.0.0.124,443,UDP,T1059,CVE-2025-22581,58,2
2026-01-29 13:37:19.516,152.42.132.60,10.0.0.219,22,UDP,T1036.004,CVE-2025-23934,85,2
2026-01-13 13:37:19.516,119.152.23.250,10.0.0.5,443,TCP,T1218,CVE-2025-22595,93,2
2026-01-22 13:37:19.516,162.241.127.152,10.0.0.180,80,UDP,T1036.007,CVE-2025-23685,61,2
2026-01-30 13:37:19.516,107.150.104.176,10.0.0.126,3389,UDP,T1557.001,CVE-2025-21531,99,2
2026-01-19 13:37:19.516,115.231.78.11,10.0.0.245,443,TCP,T1548.002,CVE-2025-21667,81,4
2026-01-29 13:37:19.516,198.144.189.67,10.0.0.12,80,UDP,T1003,CVE-2025-24374,80,2
2026-02-06 13:37:19.516,80.94.92.166,10.0.0.61,80,UDP,T1027.011,CVE-2025-22301,86,2
2026-01-25 13:37:19.516,159.223.219.205,10.0.0.63,80,UDP,T1145,CVE-2025-0225,54,2
2026-01-27 13:37:19.516,36.134.126.74,10.0.0.208,80,UDP,T1137.005,CVE-2025-0366,72,2
2026-01-30 13:37:19.516,161.35.80.136,10.0.0.67,3389,TCP,T1565.003,CVE-2025-24593,71,2
2026-01-16 13:37:19.516,167.99.223.217,10.0.0.199,80,UDP,T1596.004,CVE-2025-23821,62,2
2026-01-27 13:37:19.516,139.59.135.98,10.0.0.94,443,UDP,T1120,CVE-2025-22376,51,2
2026-01-19 13:37:19.516,164.92.156.68,10.0.0.182,3389,UDP,T1059,CVE-2025-0581,64,2
2026-02-07 13:37:19.516,164.92.74.73,10.0.0.216,80,UDP,T1069.003,CVE-2025-22610,71,2
2026-01-28 13:37:19.516,152.42.134.107,10.0.0.72,3389,UDP,T1053.004,CVE-2025-0226,67,2
2026-01-28 13:37:19.516,103.216.118.192,10.0.0.177,443,UDP,T1062,CVE-2025-23503,64,2
2026-02-04 13:37:19.516,194.107.115.11,10.0.0.143,3389,TCP,T1213.006,CVE-2025-24681,60,2
2026-02-07 13:37:19.516,64.225.65.26,10.0.0.16,22,TCP,T1019,CVE-2025-23743,86,2
2026-02-06 13:37:19.516,150.129.20.234,10.0.0.232,3389,UDP,T1205.002,CVE-2025-0173,95,2
2026-01-26 13:37:19.516,51.75.29.165,10.0.0.199,22,TCP,T1557,CVE-2025-1009,96,2
2026-01-25 13:37:19.516,162.19.243.145,10.0.0.141,443,TCP,T1193,CVE-2025-23720,62,2
2026-01-21 13:37:19.516,115.190.12.52,10.0.0.188,80,UDP,T1588.004,CVE-2025-0058,85,2
2026-02-10 13:37:19.516,117.6.44.221,10.0.0.220,443,TCP,T1087.001,CVE-2025-23509,96,2
2026-01-29 13:37:19.516,186.177.88.81,10.0.0.112,80,UDP,T1110.001,CVE-2025-0753,97,2
2026-02-01 13:37:19.516,188.166.105.36,10.0.0.251,80,TCP,T1027.011,CVE-2025-0466,92,2
2026-01-12 13:37:19.516,45.156.128.51,10.0.0.249,443,UDP,T1216.001,CVE-2025-23876,76,2
2026-01-12 13:37:19.516,64.62.156.146,10.0.0.15,80,UDP,T1032,CVE-2025-21263,70,5
2026-01-30 13:37:19.516,190.32.246.14,10.0.0.218,3389,UDP,T1620,CVE-2025-21503,88,2
2026-01-25 13:37:19.516,91.230.168.249,10.0.0.215,443,TCP,T1218.002,CVE-2025-23367,56,2
2026-02-11 13:37:19.516,206.189.11.135,10.0.0.97,443,TCP,T1071,CVE-2025-0750,50,2
2026-02-11 13:37:19.516,130.12.181.187,10.0.0.150,3389,TCP,T1055.004,CVE-2025-24129,90,2
2026-01-15 13:37:19.517,194.237.70.56,10.0.0.254,22,TCP,T1557,CVE-2025-22525,53,2
2026-02-11 13:37:19.517,2.57.121.25,10.0.0.194,80,UDP,T1175,CVE-2025-23643,56,2
2026-01-30 13:37:19.517,34.247.185.218,10.0.0.31,443,UDP,T1150,CVE-2025-21623,99,2
2026-01-31 13:37:19.517,2.57.121.112,10.0.0.144,22,TCP,T1218.013,CVE-2025-23831,99,2
2026-02-07 13:37:19.517,45.156.128.51,10.0.0.234,3389,TCP,T1613,CVE-2025-20891,84,1
2026-02-01 13:37:19.517,129.212.188.196,10.0.0.176,80,TCP,T1568.002,CVE-2025-22305,55,2
2026-01-15 13:37:19.517,132.248.170.105,10.0.0.46,443,UDP,T1592.001,CVE-2025-22514,52,2
2026-02-09 13:37:19.517,119.45.22.238,10.0.0.123,80,UDP,T1496.004,CVE-2025-0487,94,2
2026-01-29 13:37:19.517,164.90.192.44,10.0.0.29,80,UDP,T1584.003,CVE-2025-21509,53,2
2026-01-28 13:37:19.517,115.231.78.11,10.0.0.248,80,UDP,T1606,CVE-2025-24782,99,2
2026-02-02 13:37:19.517,212.225.145.162,10.0.0.217,22,UDP,T1547.009,CVE-2025-21343,66,5
2026-01-16 13:37:19.517,103.171.84.20,10.0.0.248,443,TCP,T1547.004,CVE-2025-24782,53,2
2026-01-19 13:37:19.517,121.26.29.66,10.0.0.30,80,UDP,T1191,CVE-2025-24364,53,2
2026-02-02 13:37:19.517,197.225.146.23,10.0.0.145,443,TCP,T1114.003,CVE-2025-22761,62,2
2026-02-06 13:37:19.517,195.178.110.15,10.0.0.27,80,UDP,T1191,CVE-2025-23834,56,2
2026-01-24 13:37:19.517,115.231.78.11,10.0.0.197,80,TCP,T1599.001,CVE-2025-23933,83,2
2026-01-14 13:37:19.517,180.153.91.15,10.0.0.140,80,TCP,T1556.003,CVE-2025-24630,92,2
2026-02-09 13:37:19.517,196.190.220.53,10.0.0.55,80,TCP,T1036.008,CVE-2025-21509,81,2
2026-01-30 13:37:19.517,103.160.5.81,10.0.0.132,22,UDP,T1021.003,CVE-2025-0651,86,2
2026-02-10 13:37:19.517,165.227.61.195,10.0.0.217,443,TCP,T1060,CVE-2025-0106,52,2
2026-01-23 13:37:19.517,178.128.239.177,10.0.0.250,443,TCP,T1591.003,CVE-2025-0176,95,2
2026-01-26 13:37:19.517,159.223.219.205,10.0.0.72,22,UDP,T1595.002,CVE-2025-21526,68,2
2026-02-07 13:37:19.517,64.62.197.218,10.0.0.192,22,TCP,T1074,CVE-2025-21178,81,2
2026-01-30 13:37:19.517,80.94.92.177,10.0.0.123,3389,UDP,T1562.009,CVE-2025-21522,85,2
2026-01-24 13:37:19.517,154.70.102.114,10.0.0.241,22,TCP,T1514,CVE-2025-22696,60,2
2026-01-18 13:37:19.517,170.106.163.84,10.0.0.229,80,UDP,T1042,CVE-2025-21568,99,2
2026-02-04 13:37:19.517,2001:41d0:33a:a00::404,10.0.0.44,80,TCP,T1553.002,CVE-2025-23880,93,2
2026-01-17 13:37:19.517,122.187.230.183,10.0.0.54,80,UDP,T1041,CVE-2025-0301,60,2
2026-02-10 13:37:19.517,45.148.10.152,10.0.0.244,3389,UDP,T1552.005,CVE-2025-0395,52,2
2026-01-13 13:37:19.517,2.57.122.177,10.0.0.231,80,UDP,T1098.006,CVE-2025-24123,91,2
2026-02-09 13:37:19.517,91.224.92.108,10.0.0.124,443,UDP,T1150,CVE-2025-22820,52,2
2026-02-06 13:37:19.517,139.59.135.98,10.0.0.58,80,UDP,T1503,CVE-2025-22345,93,2
2026-01-16 13:37:19.517,152.32.235.85,10.0.0.155,22,TCP,T1091,CVE-2025-24630,85,2
2026-01-31 13:37:19.517,20.100.173.6,10.0.0.189,22,TCP,T1171,CVE-2025-0573,65,2
2026-02-02 13:37:19.517,51.79.67.116,10.0.0.204,443,TCP,T1552.002,CVE-2025-22318,66,2
2026-01-15 13:37:19.517,213.199.51.66,10.0.0.197,22,UDP,T1074.002,CVE-2025-20014,74,2
2026-02-04 13:37:19.517,3.142.53.249,10.0.0.39,3389,TCP,T1067,CVE-2025-0442,96,2
2026-01-19 13:37:19.517,91.231.89.107,10.0.0.5,443,UDP,T1666,CVE-2025-0228,94,2
2026-01-27 13:37:19.517,199.45.154.139,10.0.0.194,443,UDP,T1553.002,CVE-2025-22976,59,2
2026-01-29 13:37:19.517,50.84.211.204,10.0.0.127,443,TCP,T1071.005,CVE-2025-23199,65,2
2026-02-08 13:37:19.517,64.62.197.137,10.0.0.166,22,UDP,T1600.002,CVE-2025-21301,84,5
2026-01-16 13:37:19.517,34.227.19.103,10.0.0.18,22,UDP,T1552.005,CVE-2025-22357,90,2
2026-01-15 13:37:19.517,128.1.131.163,10.0.0.37,80,TCP,T1024,CVE-2025-0944,73,2
2026-01-16 13:37:19.517,180.153.91.15,10.0.0.77,3389,TCP,T1071.003,CVE-2025-22582,54,2
2026-01-21 13:37:19.517,103.216.118.192,10.0.0.36,443,UDP,T1543,CVE-2025-22317,81,2
2026-02-08 13:37:19.517,165.154.173.219,10.0.0.208,80,UDP,T1011.001,CVE-2025-23664,91,2
2026-02-05 13:37:19.517,179.208.226.115,10.0.0.140,443,TCP,T1053.007,CVE-2025-23743,98,2
2026-01-17 13:37:19.517,171.244.61.82,10.0.0.246,443,UDP,T1564.012,CVE-2025-23893,56,2
2026-01-21 13:37:19.517,116.110.219.242,10.0.0.172,80,TCP,T1568.002,CVE-2025-22735,72,2
2026-02-10 13:37:19.517,47.245.117.221,10.0.0.43,443,UDP,T1145,CVE-2025-0697,78,2
2026-01-14 13:37:19.517,130.12.181.187,10.0.0.10,443,TCP,T1562.009,CVE-2025-24535,78,2
2026-01-15 13:37:19.517,183.6.115.88,10.0.0.102,443,UDP,T1585.002,CVE-2025-21312,89,5
2026-01-26 13:37:19.517,46.35.117.110,10.0.0.221,80,TCP,T1555.005,CVE-2025-24633,94,2
2026-01-18 13:37:19.517,182.48.68.82,10.0.0.141,3389,UDP,T1098.005,CVE-2025-21137,94,2
2026-01-22 13:37:19.517,120.48.28.60,10.0.0.29,22,TCP,T1098.003,CVE-2025-22320,83,2
2026-01-26 13:37:19.517,91.231.89.107,10.0.0.165,80,UDP,T1207,CVE-2025-23569,58,2
2026-02-09 13:37:19.517,176.65.139.20,10.0.0.111,443,TCP,T1587.002,CVE-2025-23916,54,2
2026-02-03 13:37:19.517,139.19.117.131,10.0.0.232,3389,UDP,T1087.001,CVE-2025-0241,99,2
2026-02-04 13:37:19.517,201.76.120.30,10.0.0.44,80,UDP,T1006,CVE-2025-24647,89,2
2026-01-21 13:37:19.517,27.79.40.157,10.0.0.196,22,TCP,T1556.002,CVE-2025-0333,90,2
2026-01-31 13:37:19.517,164.92.156.68,10.0.0.252,22,UDP,T1588.007,CVE-2025-0331,67,2
2026-01-24 13:37:19.518,139.162.117.40,10.0.0.36,80,UDP,T1133,CVE-2025-22323,66,2
2026-01-21 13:37:19.518,46.35.117.110,10.0.0.89,3389,UDP,T1552.001,CVE-2025-24458,78,2
2026-02-02 13:37:19.518,51.79.67.116,10.0.0.146,443,UDP,T1599.001,CVE-2025-24627,58,2
2026-01-22 13:37:19.518,103.160.5.81,10.0.0.90,443,TCP,T1213.006,CVE-2025-0693,79,2
2026-01-20 13:37:19.518,209.97.161.72,10.0.0.35,80,TCP,T1027.011,CVE-2025-21541,78,2
2026-01-28 13:37:19.518,123.190.31.76,10.0.0.92,3389,UDP,T1528,CVE-2025-21533,76,2
2026-01-29 13:37:19.518,1.24.210.27,10.0.0.54,22,UDP,T1583.004,CVE-2025-22757,73,2
2026-01-30 13:37:19.518,27.79.40.157,10.0.0.246,3389,UDP,T1583.008,CVE-2025-22293,65,2
2026-01-30 13:37:19.518,116.110.219.242,10.0.0.229,443,TCP,T1566.002,CVE-2025-24746,97,2
2026-01-29 13:37:19.518,107.150.104.176,10.0.0.41,443,UDP,T1172,CVE-2025-22976,73,2
2026-01-25 13:37:19.518,129.212.179.18,10.0.0.216,80,TCP,T1021.004,CVE-2025-21609,88,2
2026-02-01 13:37:19.518,152.32.131.245,10.0.0.99,22,UDP,T1222.002,CVE-2025-22310,58,2
2026-02-06 13:37:19.518,87.236.176.183,10.0.0.146,22,UDP,T1499.002,CVE-2025-23960,69,2
2026-02-03 13:37:19.518,204.76.203.56,10.0.0.15,3389,UDP,T1555.005,CVE-2025-0222,67,2
2026-01-20 13:37:19.518,45.82.76.132,10.0.0.88,3389,UDP,T1596.003,CVE-2025-22336,52,2
2026-01-15 13:37:19.518,159.223.212.254,10.0.0.48,22,UDP,T1590.002,CVE-2025-22539,54,2
2026-01-15 13:37:19.518,91.224.92.54,10.0.0.233,443,UDP,T1583,CVE-2025-20126,75,2
2026-02-09 13:37:19.518,194.237.70.56,10.0.0.156,80,TCP,T1564.012,CVE-2025-23629,88,2
2026-01-23 13:37:19.518,64.225.65.26,10.0.0.205,3389,TCP,T1087.003,CVE-2025-21223,57,5
